Sample,X,Y,Z
357,0.188,-0.066,-1.047
358,0.227,-0.016,-0.941
359,-0.020,0.059,-1.004
360,-0.176,0.051,-1.055
361,-0.152,-0.004,-1.094
362,-0.242,0.020,-1.156
363,-0.098,0.023,-1.082
364,0.082,0.105,-0.879
365,0.043,0.035,-1.039
366,0.109,-0.039,-1.020
367,0.090,0.062,-0.961
368,0.148,-0.059,-1.051
369,0.227,0.062,-0.848
370,0.113,0.055,-0.902
371,0.078,-0.070,-1.035
372,0.020,0.078,-0.828
373,-0.137,0.031,-0.992
374,-0.086,-0.039,-0.957
375,-0.188,0.109,-0.859
376,-0.438,0.023,-1.102
377,-0.184,-0.039,-1.039
378,-0.031,0.070,-0.957
379,0.168,0.000,-1.004
380,0.355,-0.051,-0.953
381,0.051,0.008,-1.094
382,0.148,0.016,-1.020
383,0.332,0.008,-0.867
384,0.102,0.043,-0.996
385,0.102,0.016,-0.945
386,0.020,0.098,-0.918
387,-0.180,0.059,-1.031
388,0.082,-0.008,-0.891
389,0.023,0.062,-0.918
390,-0.031,-0.016,-1.035
391,-0.066,0.078,-0.918
392,-0.301,0.133,-1.031
393,-0.086,-0.055,-1.098
394,0.176,0.000,-0.953
395,0.094,-0.035,-1.098
396,0.316,-0.129,-1.059
397,0.242,-0.043,-1.004
398,-0.023,-0.004,-1.031
399,0.090,-0.043,-0.945
400,-0.172,0.066,-0.992
401,-0.223,0.043,-1.008
402,0.039,0.020,-0.871
403,-0.137,0.055,-0.988
404,0.004,0.078,-0.859
405,0.176,0.039,-0.875
406,-0.094,0.074,-1.004
407,0.141,-0.004,-0.969
408,0.152,0.004,-0.984
409,-0.051,0.062,-1.012
410,0.199,-0.023,-0.984
411,0.191,0.020,-1.012
412,0.184,-0.027,-1.047
413,0.285,-0.062,-0.965
414,-0.215,-0.004,-1.125
415,-0.074,-0.055,-1.082
416,-0.168,0.109,-0.879
417,-0.422,0.160,-0.980
418,-0.098,0.066,-0.898
419,-0.094,0.082,-0.879
420,-0.246,-0.070,-1.121
421,0.180,-0.090,-0.910
422,0.281,0.082,-0.867
423,0.215,0.027,-0.910
424,0.223,-0.008,-0.867
425,-0.230,0.043,-1.051
426,-0.074,-0.043,-1.074
427,0.047,0.008,-1.004
428,-0.027,0.027,-1.062
429,0.277,0.027,-0.832
430,0.105,-0.066,-0.977
431,-0.184,0.020,-1.145
432,0.176,-0.020,-1.008
433,0.023,0.098,-1.016
434,-0.020,0.074,-0.996
435,0.250,0.035,-0.934
436,0.043,0.047,-1.023
437,0.203,-0.082,-0.988
438,0.199,-0.062,-0.984
439,0.016,0.051,-0.969
440,0.137,0.098,-0.809
441,-0.137,0.031,-1.043
442,-0.406,0.035,-1.051
443,-0.059,-0.039,-0.961
444,-0.238,-0.004,-1.039
445,-0.238,0.113,-0.910
446,-0.008,0.027,-0.910
447,-0.250,-0.039,-1.117
448,-0.078,-0.043,-1.066
449,0.082,0.031,-0.953
450,0.148,0.000,-0.984
451,0.383,0.062,-0.762
452,0.203,-0.008,-0.996
453,0.035,0.031,-1.023
454,0.328,-0.062,-0.969
455,0.113,-0.027,-0.992
456,0.062,0.098,-0.816
457,0.066,0.105,-0.883
458,-0.188,0.137,-0.957
459,-0.250,0.023,-1.062
460,-0.133,-0.078,-1.160
461,0.020,-0.012,-1.039
462,0.199,0.039,-0.887
463,0.023,0.062,-0.969
464,-0.094,0.039,-1.059
465,0.000,-0.066,-1.164
466,-0.109,-0.070,-1.148
467,0.004,-0.012,-1.000
468,0.039,0.078,-0.879
469,-0.082,0.062,-0.941
470,-0.082,0.043,-0.969
471,-0.109,0.031,-0.992
472,0.059,-0.020,-0.973
473,0.230,0.062,-0.820
474,0.160,0.094,-0.828
475,0.145,0.074,-0.867
476,0.172,-0.027,-1.008
477,0.102,-0.094,-1.098
478,0.262,-0.051,-0.984
479,0.238,0.062,-0.887
480,0.008,-0.016,-1.043
481,-0.152,0.031,-1.027
482,-0.188,-0.039,-1.164
483,-0.121,-0.039,-1.074
484,0.004,0.004,-0.977
485,-0.117,0.035,-0.945
486,-0.133,0.168,-0.855
487,-0.090,0.082,-0.949
488,-0.098,0.016,-1.016
489,0.043,-0.020,-0.980
490,0.254,0.047,-0.875
491,0.188,0.047,-0.863
492,0.156,0.062,-0.891
493,0.129,-0.039,-1.070
494,0.262,-0.184,-1.094
495,0.160,-0.016,-0.977
496,-0.066,0.086,-0.934
497,-0.105,0.090,-1.000
498,-0.242,0.109,-1.051
499,-0.227,-0.039,-1.141
500,-0.094,0.016,-1.004
501,-0.109,0.090,-0.961
502,-0.027,0.047,-0.969
503,-0.020,0.070,-0.961
504,-0.012,-0.031,-1.035
505,0.160,-0.062,-0.992
506,0.102,0.023,-0.914
507,0.086,-0.059,-0.984
508,0.191,-0.023,-0.902
509,0.078,0.070,-0.887
510,0.102,-0.031,-1.027
511,0.113,0.004,-0.930
512,-0.074,0.066,-0.953
513,-0.086,-0.023,-1.008
514,-0.105,0.152,-0.879
515,-0.020,0.062,-1.020
516,0.113,-0.070,-1.066
517,0.082,0.012,-1.039
518,0.051,0.008,-1.051
519,0.113,0.031,-0.969
520,0.000,0.055,-1.027
521,0.020,-0.035,-1.047
522,0.047,-0.035,-1.008
523,-0.141,0.012,-1.035
524,-0.090,0.012,-1.000
525,0.027,0.082,-0.863
526,-0.016,0.121,-0.852
527,0.039,0.012,-0.906
528,-0.043,0.059,-0.949
529,-0.113,0.023,-0.973
530,0.051,-0.094,-1.008
531,0.195,0.086,-0.848
532,0.301,-0.008,-0.934
533,0.305,-0.070,-1.000
534,-0.020,0.027,-1.047
535,0.020,-0.059,-1.102
536,-0.070,0.035,-0.996
